variant,model,fold,n_train,n_test,n_pos_test,precision,recall,f1,roc_auc,pr_auc,mcc,ce_at_20
szz,random_forest,8,21520,2391,30,1.0,0.03333333333333333,0.06451612903225806,0.9662219398559933,0.3832258140041662,0.1814631375593595,1.0
szz,random_forest,9,21520,2391,30,0.6666666666666666,0.06666666666666667,0.12121212121212122,0.9444585627558945,0.27384262789903496,0.20829152226346628,0.9666666666666667
szz,random_forest,10,21520,2391,30,0.3333333333333333,0.03333333333333333,0.06060606060606061,0.948016377241282,0.22754771171280286,0.10214808029161038,1.0
szz,xgboost,1,21519,2392,30,0.5384615384615384,0.23333333333333334,0.32558139534883723,0.9446514253457522,0.32156759944960833,0.3493449923180097,0.9333333333333333
szz,xgboost,2,21520,2391,29,0.3333333333333333,0.034482758620689655,0.0625,0.9226108791497561,0.17949569352106126,0.10400775938566029,0.8275862068965517
szz,xgboost,3,21520,2391,29,0.375,0.10344827586206896,0.16216216216216217,0.9644661157990014,0.32314699390840973,0.1920773185142174,0.9655172413793104
szz,xgboost,4,21520,2391,29,0.0,0.0,0.0,0.9434144062600368,0.14665739045593681,-0.005072345584123537,0.9310344827586207
szz,xgboost,5,21520,2391,30,0.6666666666666666,0.06666666666666667,0.12121212121212122,0.9463645348016377,0.31872184942589543,0.20829152226346628,0.9
szz,xgboost,6,21520,2391,30,0.6363636363636364,0.23333333333333334,0.34146341463414637,0.949414090074827,0.3928842020701692,0.3810094400642359,0.9333333333333333
szz,xgboost,7,21520,2391,30,0.625,0.16666666666666666,0.2631578947368421,0.932556826203586,0.3344733850102447,0.31880612556010696,0.8666666666666667
szz,xgboost,8,21520,2391,30,0.5,0.1,0.16666666666666666,0.9458986305237893,0.22133797263085772,0.21965196381489277,0.8666666666666667
